song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
If I Could Turn Back Time,Cher,0.658,0.575,11,-10.365,1,0.0267,0.243,0.0,0.122,0.504,108.329,audio_features,6mYrhCAGWzTdF8QnKuchXM,spotify:track:6mYrhCAGWzTdF8QnKuchXM,https://api.spotify.com/v1/tracks/6mYrhCAGWzTdF8QnKuchXM,https://api.spotify.com/v1/audio-analysis/6mYrhCAGWzTdF8QnKuchXM,239827,4
Back for Good - Radio Mix,Take That,0.601,0.504,5,-9.761,1,0.0284,0.31,0.0,0.137,0.564,78.986,audio_features,6vcdzohhBSbNdsZBh5IRpQ,spotify:track:6vcdzohhBSbNdsZBh5IRpQ,https://api.spotify.com/v1/tracks/6vcdzohhBSbNdsZBh5IRpQ,https://api.spotify.com/v1/audio-analysis/6vcdzohhBSbNdsZBh5IRpQ,242267,4
Locked out of Heaven,Bruno Mars,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,audio_features,3w3y8KPTfNeOKPiqUTakBh,spotify:track:3w3y8KPTfNeOKPiqUTakBh,https://api.spotify.com/v1/tracks/3w3y8KPTfNeOKPiqUTakBh,https://api.spotify.com/v1/audio-analysis/3w3y8KPTfNeOKPiqUTakBh,233478,4
Forever Now - 2011 Remastered,Cold Chisel,0.619,0.874,4,-3.145,1,0.0313,0.011,3.68e-06,0.0898,0.775,129.962,audio_features,4cZ7dRrEPJoyM0m8IF3iTr,spotify:track:4cZ7dRrEPJoyM0m8IF3iTr,https://api.spotify.com/v1/tracks/4cZ7dRrEPJoyM0m8IF3iTr,https://api.spotify.com/v1/audio-analysis/4cZ7dRrEPJoyM0m8IF3iTr,268079,4
Miss Independent,Kelly Clarkson,0.656,0.615,11,-6.359,0,0.137,0.0769,0.000415,0.0706,0.592,175.943,audio_features,3v4yDypfo94dachEvmjQdj,spotify:track:3v4yDypfo94dachEvmjQdj,https://api.spotify.com/v1/tracks/3v4yDypfo94dachEvmjQdj,https://api.spotify.com/v1/audio-analysis/3v4yDypfo94dachEvmjQdj,214773,4
Rev It Up,Jerry Harrison,0.723,0.722,9,-13.763,1,0.0428,0.0184,0.0106,0.0665,0.917,95.262,audio_features,3CAWvns1fmJrNMPk4prasj,spotify:track:3CAWvns1fmJrNMPk4prasj,https://api.spotify.com/v1/tracks/3CAWvns1fmJrNMPk4prasj,https://api.spotify.com/v1/audio-analysis/3CAWvns1fmJrNMPk4prasj,251467,4
"The Heat Is On - From ""Beverly Hills Cop"" Soundtrack",Glenn Frey,0.622,0.865,7,-6.369,1,0.0531,0.0167,2.34e-05,0.0692,0.87,149.706,audio_features,0PXw9NKvolWTo7U9JkNzmc,spotify:track:0PXw9NKvolWTo7U9JkNzmc,https://api.spotify.com/v1/tracks/0PXw9NKvolWTo7U9JkNzmc,https://api.spotify.com/v1/audio-analysis/0PXw9NKvolWTo7U9JkNzmc,227800,4
Moves Like Jagger,"Maroon 5, Christina Aguilera",0.72,0.751,11,-4.484,0,0.0462,0.0113,0.0,0.353,0.599,128.017,audio_features,1r299qCKBLgUS9XJ9m1kEx,spotify:track:1r299qCKBLgUS9XJ9m1kEx,https://api.spotify.com/v1/tracks/1r299qCKBLgUS9XJ9m1kEx,https://api.spotify.com/v1/audio-analysis/1r299qCKBLgUS9XJ9m1kEx,202640,4
I Send A Message,INXS,0.816,0.508,0,-6.839,1,0.0644,0.0788,0.532,0.0745,0.666,136.439,audio_features,6COoRaCNma7V9sBf81y9EK,spotify:track:6COoRaCNma7V9sBf81y9EK,https://api.spotify.com/v1/tracks/6COoRaCNma7V9sBf81y9EK,https://api.spotify.com/v1/audio-analysis/6COoRaCNma7V9sBf81y9EK,202427,4
Whataya Want from Me,Adam Lambert,0.44,0.683,11,-4.732,0,0.0489,0.00706,0.0,0.0593,0.445,185.948,audio_features,2rDwdvBma1O1eLzo29p2cr,spotify:track:2rDwdvBma1O1eLzo29p2cr,https://api.spotify.com/v1/tracks/2rDwdvBma1O1eLzo29p2cr,https://api.spotify.com/v1/audio-analysis/2rDwdvBma1O1eLzo29p2cr,227320,4
Only You,Yazoo,0.752,0.307,9,-17.063,1,0.0398,0.332,0.000135,0.0829,0.854,106.158,audio_features,15Mh8m2BGTUptR8yy7fNAS,spotify:track:15Mh8m2BGTUptR8yy7fNAS,https://api.spotify.com/v1/tracks/15Mh8m2BGTUptR8yy7fNAS,https://api.spotify.com/v1/audio-analysis/15Mh8m2BGTUptR8yy7fNAS,194173,4
I'm Free,"The Soup Dragons, Junior Reid",0.645,0.931,7,-6.041,1,0.0752,0.0973,2.49e-05,0.0739,0.876,103.273,audio_features,1K97Cp6YcpSRz1VxR1JKVC,spotify:track:1K97Cp6YcpSRz1VxR1JKVC,https://api.spotify.com/v1/tracks/1K97Cp6YcpSRz1VxR1JKVC,https://api.spotify.com/v1/audio-analysis/1K97Cp6YcpSRz1VxR1JKVC,211693,4
The A Team,Ed Sheeran,0.642,0.289,9,-9.918,1,0.0367,0.669,0.0,0.18,0.407,84.996,audio_features,1VdZ0vKfR5jneCmWIUAMxK,spotify:track:1VdZ0vKfR5jneCmWIUAMxK,https://api.spotify.com/v1/tracks/1VdZ0vKfR5jneCmWIUAMxK,https://api.spotify.com/v1/audio-analysis/1VdZ0vKfR5jneCmWIUAMxK,258373,4
Refugee,Tom Petty and the Heartbreakers,0.579,0.705,6,-4.911,0,0.0339,0.0273,0.0,0.0704,0.761,116.173,audio_features,4mcZYzoGwPRDdhWVlygiHf,spotify:track:4mcZYzoGwPRDdhWVlygiHf,https://api.spotify.com/v1/tracks/4mcZYzoGwPRDdhWVlygiHf,https://api.spotify.com/v1/audio-analysis/4mcZYzoGwPRDdhWVlygiHf,201693,4
"When the Going Gets Tough, the Tough Get Going",Billy Ocean,0.76,0.78,4,-5.724,1,0.0526,0.305,0.0,0.321,0.94,121.949,audio_features,3PwwRQRDvqn69cwYnjO7f8,spotify:track:3PwwRQRDvqn69cwYnjO7f8,https://api.spotify.com/v1/tracks/3PwwRQRDvqn69cwYnjO7f8,https://api.spotify.com/v1/audio-analysis/3PwwRQRDvqn69cwYnjO7f8,343773,4
Dreams,GABRIELLE,0.751,0.467,9,-13.652,1,0.036,0.173,0.0,0.217,0.568,98.783,audio_features,4rV3AYCf4BBBCkIpyLPwUP,spotify:track:4rV3AYCf4BBBCkIpyLPwUP,https://api.spotify.com/v1/tracks/4rV3AYCf4BBBCkIpyLPwUP,https://api.spotify.com/v1/audio-analysis/4rV3AYCf4BBBCkIpyLPwUP,222773,4
We Can't Be Beaten,Rose Tattoo,0.551,0.971,4,-6.198,1,0.0634,0.0163,0.0,0.0872,0.686,113.209,audio_features,4JDzi3tbTAmHi8ATgAce5H,spotify:track:4JDzi3tbTAmHi8ATgAce5H,https://api.spotify.com/v1/tracks/4JDzi3tbTAmHi8ATgAce5H,https://api.spotify.com/v1/audio-analysis/4JDzi3tbTAmHi8ATgAce5H,185107,4
Turning Tables,Adele,0.361,0.446,0,-6.044,0,0.0281,0.95,1.32e-05,0.132,0.212,155.542,audio_features,0X1FYVkgy7Tfw79cY3C7lx,spotify:track:0X1FYVkgy7Tfw79cY3C7lx,https://api.spotify.com/v1/tracks/0X1FYVkgy7Tfw79cY3C7lx,https://api.spotify.com/v1/audio-analysis/0X1FYVkgy7Tfw79cY3C7lx,250000,4
Little Talks,Of Monsters and Men,0.457,0.757,1,-5.177,1,0.032,0.0206,0.0,0.146,0.417,102.961,audio_features,2ihCaVdNZmnHZWt0fvAM7B,spotify:track:2ihCaVdNZmnHZWt0fvAM7B,https://api.spotify.com/v1/tracks/2ihCaVdNZmnHZWt0fvAM7B,https://api.spotify.com/v1/audio-analysis/2ihCaVdNZmnHZWt0fvAM7B,266600,4
Only Wanna Be With You,Hootie & The Blowfish,0.49,0.873,6,-5.861,1,0.0355,0.107,5.19e-06,0.118,0.513,103.272,audio_features,1OFKUn2VLafrHj7ybnap0Q,spotify:track:1OFKUn2VLafrHj7ybnap0Q,https://api.spotify.com/v1/tracks/1OFKUn2VLafrHj7ybnap0Q,https://api.spotify.com/v1/audio-analysis/1OFKUn2VLafrHj7ybnap0Q,229587,4
"The Look Of Love, Pt.1",ABC,0.731,0.91,9,-4.559,0,0.0918,0.11,0.000447,0.313,0.886,120.991,audio_features,6HvUtPLqkP0t6zd6YNdWby,spotify:track:6HvUtPLqkP0t6zd6YNdWby,https://api.spotify.com/v1/tracks/6HvUtPLqkP0t6zd6YNdWby,https://api.spotify.com/v1/audio-analysis/6HvUtPLqkP0t6zd6YNdWby,209160,4
"Footloose - From ""Footloose"" Soundtrack",Kenny Loggins,0.583,0.905,2,-6.132,1,0.0733,0.0984,0.00019,0.0593,0.646,173.982,audio_features,2vz1CsL5WBsbpBcwgboTAw,spotify:track:2vz1CsL5WBsbpBcwgboTAw,https://api.spotify.com/v1/tracks/2vz1CsL5WBsbpBcwgboTAw,https://api.spotify.com/v1/audio-analysis/2vz1CsL5WBsbpBcwgboTAw,226827,4
Shackles (Praise You),Mary Mary,0.79,0.68,7,-7.807,1,0.153,0.0313,0.0,0.194,0.813,100.442,audio_features,5siee1e4lz8uF51OokjglA,spotify:track:5siee1e4lz8uF51OokjglA,https://api.spotify.com/v1/tracks/5siee1e4lz8uF51OokjglA,https://api.spotify.com/v1/audio-analysis/5siee1e4lz8uF51OokjglA,196240,4
Unwell,Matchbox Twenty,0.256,0.788,6,-5.263,0,0.0403,0.0298,0.0,0.707,0.429,80.718,audio_features,3P0DZ53GdMzwP3brAHaMkU,spotify:track:3P0DZ53GdMzwP3brAHaMkU,https://api.spotify.com/v1/tracks/3P0DZ53GdMzwP3brAHaMkU,https://api.spotify.com/v1/audio-analysis/3P0DZ53GdMzwP3brAHaMkU,228707,4
Listen To Your Heart,Roxette,0.539,0.583,1,-4.935,0,0.0275,0.108,0.0,0.111,0.337,86.063,audio_features,5JvsxPAHsGxwNq4xto2HtM,spotify:track:5JvsxPAHsGxwNq4xto2HtM,https://api.spotify.com/v1/tracks/5JvsxPAHsGxwNq4xto2HtM,https://api.spotify.com/v1/audio-analysis/5JvsxPAHsGxwNq4xto2HtM,328093,4
Angel Of Harlem,U2,0.519,0.694,0,-10.792,1,0.0264,0.104,2.3e-06,0.111,0.928,102.718,audio_features,7iBav4v8maicL8cWKGxFhQ,spotify:track:7iBav4v8maicL8cWKGxFhQ,https://api.spotify.com/v1/tracks/7iBav4v8maicL8cWKGxFhQ,https://api.spotify.com/v1/audio-analysis/7iBav4v8maicL8cWKGxFhQ,229267,4
Battle Scars (feat. Lupe Fiasco),"Guy Sebastian, Lupe Fiasco",0.408,0.862,5,-2.637,0,0.301,0.158,0.0,0.0964,0.51,81.416,audio_features,2QUenCbs1tWfw1cQE4pV8C,spotify:track:2QUenCbs1tWfw1cQE4pV8C,https://api.spotify.com/v1/tracks/2QUenCbs1tWfw1cQE4pV8C,https://api.spotify.com/v1/audio-analysis/2QUenCbs1tWfw1cQE4pV8C,250773,4
Two Hearts,Phil Collins,0.582,0.908,7,-2.48,1,0.039,0.311,0.0323,0.0625,0.711,155.561,audio_features,2BgWv15eKCDfiubKo6o76k,spotify:track:2BgWv15eKCDfiubKo6o76k,https://api.spotify.com/v1/tracks/2BgWv15eKCDfiubKo6o76k,https://api.spotify.com/v1/audio-analysis/2BgWv15eKCDfiubKo6o76k,204387,4
Better Man,Robbie Williams,0.496,0.527,6,-7.234,1,0.0339,0.195,0.0,0.138,0.283,155.932,audio_features,4w2Yq2cklbssmUtUy5Vh6H,spotify:track:4w2Yq2cklbssmUtUy5Vh6H,https://api.spotify.com/v1/tracks/4w2Yq2cklbssmUtUy5Vh6H,https://api.spotify.com/v1/audio-analysis/4w2Yq2cklbssmUtUy5Vh6H,202640,4
You Spin Me Round (Like a Record),Dead Or Alive,0.567,0.943,6,-7.992,0,0.0387,0.0312,0.0965,0.544,0.965,128.207,audio_features,7uHO4AmKtyGa5v5fsElGoC,spotify:track:7uHO4AmKtyGa5v5fsElGoC,https://api.spotify.com/v1/tracks/7uHO4AmKtyGa5v5fsElGoC,https://api.spotify.com/v1/audio-analysis/7uHO4AmKtyGa5v5fsElGoC,199667,4
Playing To Win - Remastered 2010,Little River Band,0.654,0.948,7,-5.273,1,0.102,0.249,0.0,0.204,0.848,130.557,audio_features,3bTC0dp9O6QH9YnOtrikc8,spotify:track:3bTC0dp9O6QH9YnOtrikc8,https://api.spotify.com/v1/tracks/3bTC0dp9O6QH9YnOtrikc8,https://api.spotify.com/v1/audio-analysis/3bTC0dp9O6QH9YnOtrikc8,179120,4
Anthem for the Year 2000,Silverchair,0.325,0.768,2,-7.51,1,0.0491,0.0426,4.04e-06,0.27,0.454,176.6,audio_features,3J19l4hOfwFFIF715BwVcG,spotify:track:3J19l4hOfwFFIF715BwVcG,https://api.spotify.com/v1/tracks/3J19l4hOfwFFIF715BwVcG,https://api.spotify.com/v1/audio-analysis/3J19l4hOfwFFIF715BwVcG,247787,4
This Charming Man - 2011 Remaster,The Smiths,0.611,0.846,11,-5.9,1,0.0436,0.00509,0.0,0.0784,0.751,103.912,audio_features,1FvDJ9KGxcqwv1utyPL3JZ,spotify:track:1FvDJ9KGxcqwv1utyPL3JZ,https://api.spotify.com/v1/tracks/1FvDJ9KGxcqwv1utyPL3JZ,https://api.spotify.com/v1/audio-analysis/1FvDJ9KGxcqwv1utyPL3JZ,162920,4
Behind Blue Eyes,Limp Bizkit,0.595,0.489,7,-6.66,1,0.0271,0.497,0.0,0.119,0.0902,120.315,audio_features,1MTQHCpraD4S8g5PAFKzoj,spotify:track:1MTQHCpraD4S8g5PAFKzoj,https://api.spotify.com/v1/tracks/1MTQHCpraD4S8g5PAFKzoj,https://api.spotify.com/v1/audio-analysis/1MTQHCpraD4S8g5PAFKzoj,269973,4
Express Yourself,N.W.A.,0.855,0.718,8,-6.891,0,0.267,0.0428,0.0,0.204,0.961,95.054,audio_features,55JYAswiVAIhO8mK2VVLe1,spotify:track:55JYAswiVAIhO8mK2VVLe1,https://api.spotify.com/v1/tracks/55JYAswiVAIhO8mK2VVLe1,https://api.spotify.com/v1/audio-analysis/55JYAswiVAIhO8mK2VVLe1,262867,4
Jet - 2010 Remaster,"Paul McCartney, Wings",0.504,0.739,9,-7.265,1,0.0316,0.0179,0.08,0.0949,0.417,128.918,audio_features,4D40ZlFAWsvX7lua1Kablh,spotify:track:4D40ZlFAWsvX7lua1Kablh,https://api.spotify.com/v1/tracks/4D40ZlFAWsvX7lua1Kablh,https://api.spotify.com/v1/audio-analysis/4D40ZlFAWsvX7lua1Kablh,248360,4
Just A Girl,No Doubt,0.641,0.914,2,-4.798,1,0.05,0.0799,6.54e-05,0.132,0.723,107.996,audio_features,1VA38sp5Jr6vWxgoIcnxKN,spotify:track:1VA38sp5Jr6vWxgoIcnxKN,https://api.spotify.com/v1/tracks/1VA38sp5Jr6vWxgoIcnxKN,https://api.spotify.com/v1/audio-analysis/1VA38sp5Jr6vWxgoIcnxKN,208400,4
Missing You,John Waite,0.552,0.552,11,-9.736,0,0.0364,0.052,0.0,0.046,0.593,208.571,audio_features,1Qrdlkgg9I4J7r3P4kZNwr,spotify:track:1Qrdlkgg9I4J7r3P4kZNwr,https://api.spotify.com/v1/tracks/1Qrdlkgg9I4J7r3P4kZNwr,https://api.spotify.com/v1/audio-analysis/1Qrdlkgg9I4J7r3P4kZNwr,269760,4
Learn to Fly,Foo Fighters,0.465,0.919,4,-4.025,1,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997,audio_features,5OQsiBsky2k2kDKy2bX2eT,spotify:track:5OQsiBsky2k2kDKy2bX2eT,https://api.spotify.com/v1/tracks/5OQsiBsky2k2kDKy2bX2eT,https://api.spotify.com/v1/audio-analysis/5OQsiBsky2k2kDKy2bX2eT,235293,4
End Of The Line,Traveling Wilburys,0.578,0.836,2,-6.607,1,0.0512,0.163,1.36e-06,0.0583,0.932,167.026,audio_features,4HA2jo7wkMdN1lmLO6ryzE,spotify:track:4HA2jo7wkMdN1lmLO6ryzE,https://api.spotify.com/v1/tracks/4HA2jo7wkMdN1lmLO6ryzE,https://api.spotify.com/v1/audio-analysis/4HA2jo7wkMdN1lmLO6ryzE,209520,4
Kiss from a Rose,Seal,0.584,0.533,10,-7.11,0,0.0305,0.684,0.0,0.306,0.224,131.745,audio_features,3YKptz29AsOlm7WAVnztBh,spotify:track:3YKptz29AsOlm7WAVnztBh,https://api.spotify.com/v1/tracks/3YKptz29AsOlm7WAVnztBh,https://api.spotify.com/v1/audio-analysis/3YKptz29AsOlm7WAVnztBh,288427,3
Boom! Shake the Room,DJ Jazzy Jeff & The Fresh Prince,0.792,0.964,1,-5.405,1,0.154,0.0698,0.0,0.302,0.621,99.771,audio_features,5ZDL1Ap2Mwhk5xhmQ41Ei2,spotify:track:5ZDL1Ap2Mwhk5xhmQ41Ei2,https://api.spotify.com/v1/tracks/5ZDL1Ap2Mwhk5xhmQ41Ei2,https://api.spotify.com/v1/audio-analysis/5ZDL1Ap2Mwhk5xhmQ41Ei2,226200,4
Copperhead Road,Steve Earle,0.391,0.597,7,-15.289,1,0.0406,0.0209,0.000102,0.057,0.693,156.096,audio_features,1HChuZvDKwcl76LvaGExeo,spotify:track:1HChuZvDKwcl76LvaGExeo,https://api.spotify.com/v1/tracks/1HChuZvDKwcl76LvaGExeo,https://api.spotify.com/v1/audio-analysis/1HChuZvDKwcl76LvaGExeo,270733,4
Two Princes,Spin Doctors,0.543,0.912,7,-10.71,1,0.0601,0.00162,2.1e-06,0.0565,0.836,103.731,audio_features,4ePP9So5xRzspjLFVVbj90,spotify:track:4ePP9So5xRzspjLFVVbj90,https://api.spotify.com/v1/tracks/4ePP9So5xRzspjLFVVbj90,https://api.spotify.com/v1/audio-analysis/4ePP9So5xRzspjLFVVbj90,256733,4
Can't Fight This Feeling,REO Speedwagon,0.408,0.48,9,-11.017,1,0.0266,0.155,1.82e-05,0.0877,0.19,156.344,audio_features,5WwqdeavrQrbeAMDxGawse,spotify:track:5WwqdeavrQrbeAMDxGawse,https://api.spotify.com/v1/tracks/5WwqdeavrQrbeAMDxGawse,https://api.spotify.com/v1/audio-analysis/5WwqdeavrQrbeAMDxGawse,294773,4
Lanterns,Birds Of Tokyo,0.404,0.654,0,-7.894,1,0.0399,0.246,0.049,0.137,0.312,168.428,audio_features,1w1LOtv2BM2C5pK4LG7SJ6,spotify:track:1w1LOtv2BM2C5pK4LG7SJ6,https://api.spotify.com/v1/tracks/1w1LOtv2BM2C5pK4LG7SJ6,https://api.spotify.com/v1/audio-analysis/1w1LOtv2BM2C5pK4LG7SJ6,262814,4
Moving on Up,M People,0.899,0.857,0,-6.128,0,0.037,0.0499,0.0299,0.112,0.961,125.072,audio_features,6vGW3d8X48CBaLdU0PQbey,spotify:track:6vGW3d8X48CBaLdU0PQbey,https://api.spotify.com/v1/tracks/6vGW3d8X48CBaLdU0PQbey,https://api.spotify.com/v1/audio-analysis/6vGW3d8X48CBaLdU0PQbey,215533,4
Walls Come Tumbling Down,The Style Council,0.429,0.936,4,-6.162,0,0.055,0.00148,0.0,0.177,0.689,151.287,audio_features,00cn1ynXQhURwsgv69fN0b,spotify:track:00cn1ynXQhURwsgv69fN0b,https://api.spotify.com/v1/tracks/00cn1ynXQhURwsgv69fN0b,https://api.spotify.com/v1/audio-analysis/00cn1ynXQhURwsgv69fN0b,204333,4
Wherever You Will Go,The Calling,0.555,0.717,2,-5.114,1,0.0269,0.0414,0.0,0.116,0.374,112.03,audio_features,2n6FX3Jcg4b4Leoz0GOqBF,spotify:track:2n6FX3Jcg4b4Leoz0GOqBF,https://api.spotify.com/v1/tracks/2n6FX3Jcg4b4Leoz0GOqBF,https://api.spotify.com/v1/audio-analysis/2n6FX3Jcg4b4Leoz0GOqBF,208507,4
Rock Lobster,The B-52's,0.592,0.882,8,-8.315,1,0.0468,0.00884,0.0155,0.0506,0.442,92.157,audio_features,2Q5wSOwq6BDSu7sSVMNrtT,spotify:track:2Q5wSOwq6BDSu7sSVMNrtT,https://api.spotify.com/v1/tracks/2Q5wSOwq6BDSu7sSVMNrtT,https://api.spotify.com/v1/audio-analysis/2Q5wSOwq6BDSu7sSVMNrtT,409400,4
Californication,Red Hot Chili Peppers,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,audio_features,48UPSzbZjgc449aqz8bxox,spotify:track:48UPSzbZjgc449aqz8bxox,https://api.spotify.com/v1/tracks/48UPSzbZjgc449aqz8bxox,https://api.spotify.com/v1/audio-analysis/48UPSzbZjgc449aqz8bxox,329733,4
Shoop,Salt-N-Pepa,0.939,0.675,0,-7.232,1,0.211,0.0915,0.0,0.0565,0.795,96.918,audio_features,0Pu71wxadDlB8fJXfjIjeJ,spotify:track:0Pu71wxadDlB8fJXfjIjeJ,https://api.spotify.com/v1/tracks/0Pu71wxadDlB8fJXfjIjeJ,https://api.spotify.com/v1/audio-analysis/0Pu71wxadDlB8fJXfjIjeJ,248573,4
Rebel Yell,Billy Idol,0.53,0.864,4,-4.948,0,0.061,0.000753,0.000459,0.354,0.484,166.312,audio_features,4TIJ7zSBNejpoIPaWpWRKc,spotify:track:4TIJ7zSBNejpoIPaWpWRKc,https://api.spotify.com/v1/tracks/4TIJ7zSBNejpoIPaWpWRKc,https://api.spotify.com/v1/audio-analysis/4TIJ7zSBNejpoIPaWpWRKc,288533,4
The Things We Do For Love,10cc,0.637,0.528,1,-9.837,1,0.0394,0.163,0.0,0.122,0.781,106.949,audio_features,6KEWtSOGKpIXGw6l1uJgsR,spotify:track:6KEWtSOGKpIXGw6l1uJgsR,https://api.spotify.com/v1/tracks/6KEWtSOGKpIXGw6l1uJgsR,https://api.spotify.com/v1/audio-analysis/6KEWtSOGKpIXGw6l1uJgsR,207573,4
Fast Car,Tracy Chapman,0.711,0.292,4,-15.523,0,0.037,0.313,0.0,0.131,0.194,103.951,audio_features,2M9ro2krNb7nr7HSprkEgo,spotify:track:2M9ro2krNb7nr7HSprkEgo,https://api.spotify.com/v1/tracks/2M9ro2krNb7nr7HSprkEgo,https://api.spotify.com/v1/audio-analysis/2M9ro2krNb7nr7HSprkEgo,296800,4
Unbelievable,EMF,0.636,0.848,1,-6.854,1,0.0362,0.000339,0.0402,0.141,0.934,104.073,audio_features,5VYTKiOnHw4iTrB9pG3yum,spotify:track:5VYTKiOnHw4iTrB9pG3yum,https://api.spotify.com/v1/tracks/5VYTKiOnHw4iTrB9pG3yum,https://api.spotify.com/v1/audio-analysis/5VYTKiOnHw4iTrB9pG3yum,209813,4
Love Story,Taylor Swift,0.617,0.741,2,-3.97,1,0.0311,0.131,0.0,0.0772,0.306,118.984,audio_features,1D4PL9B8gOg78jiHg3FvBb,spotify:track:1D4PL9B8gOg78jiHg3FvBb,https://api.spotify.com/v1/tracks/1D4PL9B8gOg78jiHg3FvBb,https://api.spotify.com/v1/audio-analysis/1D4PL9B8gOg78jiHg3FvBb,236267,4
Dizzy,"Vic Reeves, The Wonder Stuff",0.582,0.767,9,-11.058,0,0.0422,0.0303,1.02e-06,0.0817,0.634,113.647,audio_features,3BjFRts9fRjcmkiBfjTR5H,spotify:track:3BjFRts9fRjcmkiBfjTR5H,https://api.spotify.com/v1/tracks/3BjFRts9fRjcmkiBfjTR5H,https://api.spotify.com/v1/audio-analysis/3BjFRts9fRjcmkiBfjTR5H,198133,4
One Love / People Get Ready - Medley,Bob Marley & The Wailers,0.725,0.523,10,-9.593,1,0.324,0.0783,0.0,0.0665,0.95,76.292,audio_features,2HcyIzVsX45jLIxK7SH2aI,spotify:track:2HcyIzVsX45jLIxK7SH2aI,https://api.spotify.com/v1/tracks/2HcyIzVsX45jLIxK7SH2aI,https://api.spotify.com/v1/audio-analysis/2HcyIzVsX45jLIxK7SH2aI,172933,4
There She Goes,The La's,0.533,0.761,7,-10.632,1,0.0298,0.013,0.829,0.207,0.917,122.777,audio_features,4c6vZqYHFur11FbWATIJ9P,spotify:track:4c6vZqYHFur11FbWATIJ9P,https://api.spotify.com/v1/tracks/4c6vZqYHFur11FbWATIJ9P,https://api.spotify.com/v1/audio-analysis/4c6vZqYHFur11FbWATIJ9P,162187,4
Smalltown Boy,Bronski Beat,0.685,0.584,5,-10.616,0,0.0276,0.288,0.00918,0.124,0.939,134.546,audio_features,5vmRQ3zELMLUQPo2FLQ76x,spotify:track:5vmRQ3zELMLUQPo2FLQ76x,https://api.spotify.com/v1/tracks/5vmRQ3zELMLUQPo2FLQ76x,https://api.spotify.com/v1/audio-analysis/5vmRQ3zELMLUQPo2FLQ76x,302413,4
Drop The Pilot,Joan Armatrading,0.672,0.488,1,-15.441,1,0.0349,0.0349,4.32e-06,0.131,0.964,127.887,audio_features,72YATNrv9D0QIVgOURyTFg,spotify:track:72YATNrv9D0QIVgOURyTFg,https://api.spotify.com/v1/tracks/72YATNrv9D0QIVgOURyTFg,https://api.spotify.com/v1/audio-analysis/72YATNrv9D0QIVgOURyTFg,221987,4
Speed of Sound,Coldplay,0.514,0.898,11,-6.765,0,0.0577,0.00488,0.0345,0.0746,0.353,123.067,audio_features,7clUVcSOtkNWa58Gw5RfD4,spotify:track:7clUVcSOtkNWa58Gw5RfD4,https://api.spotify.com/v1/tracks/7clUVcSOtkNWa58Gw5RfD4,https://api.spotify.com/v1/audio-analysis/7clUVcSOtkNWa58Gw5RfD4,287907,4
Perfect,Fairground Attraction,0.583,0.188,9,-15.928,0,0.0691,0.257,0.0,0.0996,0.641,138.761,audio_features,3ZqGaV6I9FgRureoCBPzuF,spotify:track:3ZqGaV6I9FgRureoCBPzuF,https://api.spotify.com/v1/tracks/3ZqGaV6I9FgRureoCBPzuF,https://api.spotify.com/v1/audio-analysis/3ZqGaV6I9FgRureoCBPzuF,217173,4
Shimmer,Fuel,0.479,0.795,4,-6.408,0,0.0421,0.00236,0.0,0.19,0.432,114.675,audio_features,7vVYqVFAdEFbiAMh8aPFaJ,spotify:track:7vVYqVFAdEFbiAMh8aPFaJ,https://api.spotify.com/v1/tracks/7vVYqVFAdEFbiAMh8aPFaJ,https://api.spotify.com/v1/audio-analysis/7vVYqVFAdEFbiAMh8aPFaJ,214107,4
Buses And Trains,Bachelor Girl,0.27,0.663,2,-6.144,1,0.0381,0.133,0.0,0.125,0.629,167.866,audio_features,00tpqOHmO4WLMI93JOZFNF,spotify:track:00tpqOHmO4WLMI93JOZFNF,https://api.spotify.com/v1/tracks/00tpqOHmO4WLMI93JOZFNF,https://api.spotify.com/v1/audio-analysis/00tpqOHmO4WLMI93JOZFNF,223157,4
Take Me Out,Franz Ferdinand,0.278,0.676,9,-8.821,1,0.0371,0.000423,0.000899,0.136,0.494,104.545,audio_features,6ooluO7DiEhI1zmK94nRCM,spotify:track:6ooluO7DiEhI1zmK94nRCM,https://api.spotify.com/v1/tracks/6ooluO7DiEhI1zmK94nRCM,https://api.spotify.com/v1/audio-analysis/6ooluO7DiEhI1zmK94nRCM,237027,4
Ain't No Mountain High Enough,Jimmy Barnes,0.724,0.958,11,-4.157,0,0.0323,0.156,0.0,0.361,0.83,129.032,audio_features,75JGlsVUGXwfw7aqMGSBRs,spotify:track:75JGlsVUGXwfw7aqMGSBRs,https://api.spotify.com/v1/tracks/75JGlsVUGXwfw7aqMGSBRs,https://api.spotify.com/v1/audio-analysis/75JGlsVUGXwfw7aqMGSBRs,143520,4
